#{"t_start": 1763679237.74574, "env_id": "hover-aviary-v0"}
27.685911,17,83.284434
43.840892,30,83.45284
49.32397,30,83.603573
46.235035,38,83.685081
13.133562,8,83.735018
36.506389,46,83.825032
24.272162,15,83.88202
44.669008,28,83.951955
16.204902,10,84.015894
22.223502,14,84.090035
30.872842,19,84.166036
26.420718,17,85.45727
25.01469,15,85.52527
37.263498,48,85.637676
28.249,17,85.695679
59.841282,49,85.785884
33.54766,23,85.850339
34.527022,21,85.914336
68.129321,94,86.055331
32.453758,33,86.13154
39.536165,56,86.233127
34.44353,33,86.310712
36.995824,22,86.373455
19.852216,12,86.42755
40.59865,47,86.516547
24.525252,15,86.572539
26.365926,16,86.62998
14.847398,9,86.67998
32.089815,31,86.754007
35.772531,22,86.817008
28.249081,17,86.876036
38.594555,30,86.949078
25.599349,16,87.006351
21.254959,13,87.061421
39.236187,25,87.145264
36.69837,44,87.250651
19.609633,12,87.305652
14.505745,9,87.362648
45.584654,50,87.476093
13.156712,8,87.544322
28.69094,17,87.61999
14.856238,9,87.694967
16.170849,10,87.759732
22.666562,14,87.818201
11.552462,7,87.872142
19.463821,12,87.926562
22.348273,14,87.989861
26.65096,16,88.046848
17.830405,11,88.099088
44.987523,59,88.202169
16.714197,10,88.25316
14.763043,9,88.599763
42.325719,29,88.839905
35.117531,45,89.051538
51.986142,41,89.195556
16.180718,10,89.271511
49.474208,60,89.422559
24.690405,15,89.482283
42.312314,29,89.558375
42.208092,52,89.655372
62.212875,39,89.735451
34.05433,22,89.798562
31.03594,19,89.859487
33.455005,20,89.924489
18.159661,11,89.978489
32.248657,20,90.039489
14.858048,9,90.089563
27.716221,18,90.148489
33.283156,21,90.211558
19.590121,12,90.264488
30.820319,20,90.327485
13.198402,8,90.383959
14.699056,9,90.461303
23.959112,15,90.525185
31.13852,39,90.608287
45.227008,52,90.710386
55.042629,54,90.806861
32.645726,39,90.889667
13.214717,8,90.938593
54.925918,53,91.039572
38.186134,45,91.128047
13.073831,8,91.177099
33.46735,20,91.23822
29.077359,18,91.298941
40.19944,40,91.39258
37.568155,40,91.535816
49.543255,35,91.618276
49.92999,35,91.695278
44.008506,27,91.764575
24.26111,15,91.821206
47.337655,61,93.18348
41.110338,54,93.300267
42.495943,43,93.392499
33.872211,23,93.458489
44.103762,32,93.531673
44.300471,27,93.600056
62.589644,56,93.700518
39.193403,24,93.766424
38.903097,23,93.831051
41.407313,25,93.898595
29.092504,18,93.958737
13.144187,8,94.006923
35.685776,22,94.071917
43.996607,43,94.158373
22.311176,14,94.213833
60.282489,85,94.345829
16.151723,10,94.396309
24.625051,15,94.452185
17.725417,11,94.505257
16.565369,10,94.556181
37.550479,28,94.625853
22.714807,14,94.681389
38.237998,49,94.775316
36.810486,56,94.875315
66.273762,43,94.963314
39.080259,29,95.034384
48.580174,30,95.105697
59.332518,39,95.187344
17.995081,11,95.239352
43.625847,31,95.312341
42.555346,27,95.381443
60.240637,44,95.469378
26.122606,16,95.526377
44.989768,31,95.59856
23.859392,15,95.657611
33.081397,43,95.743609
14.621292,9,95.793612
35.501945,23,95.857608
53.633429,53,95.955536
77.567849,83,96.083538
24.710054,15,96.140608
21.638486,13,96.193607
40.729456,28,96.262982
29.626876,18,96.322979
39.324002,29,96.393981
35.593663,27,96.463936
47.961142,28,96.533011
14.894686,9,96.584008
32.994359,21,96.64524
43.575826,28,96.715155
16.41075,10,96.767511
47.787104,34,96.84323
34.944821,49,96.938984
47.727509,58,97.040912
16.451602,10,97.100036
22.890885,14,97.159341
49.056519,40,97.242803
21.059473,13,97.298675
28.105437,17,97.356514
26.392482,16,97.414774
35.382641,69,97.530773
25.844715,16,97.58777
20.885285,13,97.641073
22.433576,14,97.696888
30.387876,18,97.755841
27.172961,17,97.813897
33.856961,39,97.897045
42.519818,47,97.992972
39.88734,26,98.060974
57.097518,52,99.375755
41.263442,54,99.49748
52.351183,67,99.616365
71.630158,41,99.701621
35.638846,36,99.781679
60.346577,36,99.859345
50.51935,30,99.931595
36.766777,62,100.0387
30.488961,46,100.129339
22.492442,14,100.185977
38.659679,24,100.250979
48.312789,77,100.376659
35.426227,61,100.484885
11.506866,7,100.532814
54.005659,42,100.617196
31.388705,19,100.677553
32.041241,20,100.738286
34.955985,21,100.802531
20.540955,13,100.856461
28.303054,17,100.91546
49.4005,61,101.02046
45.785706,73,101.136467
18.163299,11,101.189264
47.267466,65,101.299568
57.304791,70,101.414481
43.057841,53,101.511966
60.698345,36,101.590044
51.771519,42,101.67397
50.19097,31,101.746972
27.996093,17,101.804969
18.075984,11,101.858042
22.551046,14,101.913043
16.180452,10,101.965043
38.689612,92,102.10706
40.445194,28,102.17699
51.761626,54,102.27599
46.265592,29,102.35591
42.632329,70,102.475348
43.462434,32,102.548605
41.036185,51,102.645055
43.17302,27,102.713708
55.225588,39,102.795122
19.72323,12,102.851752
106.368292,88,103.001098
26.247466,16,103.057788
19.494797,12,103.112962
33.933697,22,103.17597
55.862248,52,103.270842
41.956872,44,103.358561
88.533042,53,103.456686
43.322285,29,103.527613
43.634708,29,103.599536
31.35454,19,103.65923
45.055338,51,103.755926
35.646446,22,105.028887
38.119552,47,105.133311
32.027484,19,105.204794
38.926226,50,105.300518
74.280404,43,105.385421
19.807568,12,105.438873
81.956169,60,105.5418
59.637549,35,105.619913
96.274071,73,105.737915
31.797017,50,105.831984
56.702419,76,105.952985
53.074896,54,106.049985
38.868734,61,106.157108
45.401104,50,106.280875
36.838701,24,106.361168
35.941829,48,106.482012
83.511991,69,106.62659
39.911804,25,106.693588
40.786773,76,106.817619
107.623174,72,106.94274
41.961275,26,107.010742
64.008347,69,107.125812
55.248841,80,107.262426
61.847086,91,107.405246
45.197139,32,107.480337
40.921883,56,107.581536
57.460503,42,107.667061
33.269769,27,107.737578
27.62561,18,107.796505
74.529785,126,107.974598
40.740215,51,108.068461
79.632754,69,108.18046
67.87215,46,108.272315
48.608084,30,108.344642
50.109317,73,108.460724
33.909812,20,108.522723
61.538843,62,108.640852
50.038074,53,108.739928
22.588602,14,108.795884
66.205039,98,108.944618
41.868457,42,110.247847
54.613848,81,110.405292
48.423772,30,110.477509
63.863201,69,110.589313
37.043185,54,110.68673
50.808909,33,110.762192
29.905207,19,110.826262
38.168552,23,110.890192
35.769768,24,110.955262
48.018935,74,111.075006
44.725055,57,111.173856
44.747706,61,111.27948
41.310559,45,111.367479
52.007418,49,111.461476
40.064965,29,111.531843
73.431366,44,111.617914
35.98678,24,111.684106
53.89734,60,111.787547
91.895142,64,111.894549
44.520254,48,111.986548
34.075216,23,112.050677
30.263972,22,112.113679
47.368838,70,112.228549
79.167604,64,112.337687
47.452163,42,112.421686
107.780674,80,112.54399
67.592148,49,112.635137
38.214182,23,112.699066
44.394604,27,112.769066
74.223919,60,112.872116
76.417809,53,112.968789
42.76904,29,113.038785
49.413276,70,113.151645
44.095924,28,113.221645
32.25948,22,113.285732
46.810635,30,113.358243
67.232586,69,113.4707
37.735483,24,113.537283
41.38942,74,113.655942
42.334062,50,113.748967
48.632039,43,113.834323
45.586098,66,113.961291
46.543253,46,114.049351
99.405501,85,115.406367
37.294731,24,115.49678
59.111008,89,115.655653
39.006093,35,115.732938
73.07078,46,115.821017
38.282088,28,115.891997
55.108666,60,115.994729
43.977843,48,116.085611
59.171801,41,116.170117
13.285663,8,116.219191
46.091066,54,116.318116
74.386572,68,116.434232
58.231719,61,116.538382
82.074466,54,116.634311
63.861013,69,116.746296
151.079145,81,116.875245
55.48331,35,116.953246
74.054051,56,117.053313
60.204221,72,117.168003
66.319883,89,117.304924
44.373242,35,117.391911
36.857341,47,117.485476
86.911619,67,117.59635
38.694119,47,117.68721
49.950047,86,117.81845
136.158014,102,117.966735
76.111683,53,118.061863
62.356072,51,118.157262
45.231567,34,118.233119
71.244285,83,118.365434
40.285472,27,118.435571
47.378534,44,118.521452
19.417999,12,118.575261
61.590849,69,118.689339
50.950997,45,118.777336
45.656125,48,118.870491
36.339909,54,118.983479
36.138776,38,119.065263
40.008285,47,119.155264
48.861666,79,120.517437
52.319371,83,120.657368
56.407165,36,120.735359
58.057873,38,120.815356
72.194645,77,120.935431
106.07268,158,121.145784
44.996561,28,121.215644
53.603617,56,121.314718
42.254197,56,121.41464
103.822284,64,121.52164
107.920834,65,121.629712
69.534171,42,121.713639
54.270327,40,121.795253
83.556476,101,121.942578
33.959311,45,122.030578
58.742935,44,122.116639
118.075035,64,122.223385
59.559536,66,122.340375
50.856711,32,122.414123
104.36243,78,122.536445
72.096393,44,122.622445
45.021494,30,122.695445
52.282406,33,122.770444
58.138035,60,122.874441
76.733341,44,122.964893
64.86394,99,123.105815
44.854572,29,123.176171
76.671283,77,123.297165
73.382021,45,123.385051
64.977856,45,123.472064
109.947785,108,123.623693
79.799872,51,123.716766
58.103413,49,123.807386
43.533182,78,123.930766
126.720206,71,125.251609
114.146519,87,125.405173
73.115616,51,125.498981
151.445438,109,125.651442
92.886658,52,125.746312
65.117562,72,125.861321
36.639494,25,125.928321
80.36842,72,126.043396
41.223694,27,126.111468
60.870998,40,126.193396
60.172561,63,126.301497
46.514077,33,126.379496
68.020343,49,126.470084
105.37095,103,126.617406
68.124096,43,126.702405
67.087432,41,126.785782
44.757106,66,126.898622
56.38469,51,126.992626
76.743856,101,127.141876
72.590118,53,127.238029
60.060043,39,127.318956
62.10192,53,127.414958
66.864061,53,127.510652
78.553452,57,127.609292
151.605854,105,127.758983
112.259664,105,127.90854
54.639244,36,127.988627
93.905275,64,128.101058
57.354853,105,128.250413
149.471798,85,128.384129
72.862213,50,128.479409
138.423074,83,128.60548
102.834588,63,129.961707
74.126664,50,130.074532
124.890133,75,130.197655
58.862405,72,130.312975
82.029981,47,130.403972
120.68625,127,130.578045
93.526975,95,130.717143
114.848443,76,130.837297
89.708678,77,130.959226
37.664106,58,131.06139
110.708302,81,131.185301
88.988589,53,131.282303
65.726651,115,131.447089
62.205743,81,131.571174
78.138154,86,131.700261
35.358787,24,131.766336
66.705192,115,131.929303
87.378584,51,132.022622
99.908711,64,132.129781
65.753442,52,132.225771
82.472229,47,132.315914
118.795539,71,132.432913
61.47366,41,132.515912
63.58884,42,132.599159
125.657209,108,132.750265
69.157115,50,132.842322
52.605178,51,132.937265
45.474774,29,133.011516
68.615452,42,133.094585
106.474165,192,134.578109
81.41193,51,134.685313
82.08549,49,134.778346
73.807061,73,134.894691
97.885351,80,135.02077
87.055114,54,135.119882
111.742538,58,135.220131
68.088763,66,135.330206
74.444501,46,135.419133
43.518107,29,135.490213
59.217311,44,135.575304
69.175091,70,135.688032
59.145817,65,135.794952
76.356694,79,135.918951
131.798922,75,136.038375
76.874784,44,136.124287
97.607339,99,136.689272
70.882569,64,136.917272
97.240331,90,137.122881
63.031547,121,137.456619
56.868799,38,137.589646
77.621735,57,137.72936
189.152022,126,138.040311
123.123035,67,138.199518
128.217805,66,138.346284
149.630587,119,138.706645
78.916713,69,138.894535
92.481293,69,139.063886
85.358264,139,141.270305
41.670931,26,141.449793
96.042733,57,141.597813
77.693026,82,141.817856
130.387735,74,142.025155
146.456697,84,142.164136
44.011922,27,142.232696
91.240624,53,142.329863
68.854194,57,142.431855
123.419389,70,142.56107
107.638429,59,142.689245
148.943576,82,142.81366
72.207283,46,142.902736
112.85263,87,143.041694
87.851161,95,143.183994
67.727557,107,143.33832
81.511875,64,143.44732
163.037786,81,143.57366
77.414042,109,143.725735
128.963855,99,143.868807
135.009211,125,144.038638
86.785853,79,144.176637
73.98441,71,144.300895
127.225514,95,144.442742
63.062111,65,144.551441
56.156137,59,144.652526
86.098869,52,144.747159
61.798903,146,146.156802
92.924519,62,146.285511
53.842324,143,146.480637
134.180281,77,146.601738
88.032557,87,146.734431
73.463907,49,146.826428
110.279745,77,146.947427
106.803196,109,147.101718
166.722337,101,147.255235
153.300934,89,147.415483
143.132747,93,147.550479
118.246221,64,147.656886
94.371954,121,147.823899
60.741577,40,147.906551
68.095012,65,148.016579
141.349432,86,148.146283
51.676921,32,148.220737
109.802193,87,148.352473
180.390539,125,148.523323
138.548988,79,148.644805
91.393752,78,148.765963
243.259554,163,148.97534
175.919387,101,149.118674
106.13802,67,149.230488
131.890494,77,150.589641
187.43138,106,150.762933
77.056219,47,150.851792
151.334333,98,150.995832
138.095183,89,151.127832
103.195532,57,151.227828
82.778593,74,151.346831
96.637703,80,151.469827
126.110914,69,151.580901
114.475643,75,151.698829
104.568707,82,151.823976
131.065753,65,151.931976
205.098572,134,152.112375
86.171837,94,152.25273
191.198881,111,152.410528
74.974399,70,152.522897
80.941251,49,152.613969
124.74837,141,152.801287
231.536768,129,152.975905
270.374497,147,153.168395
195.2607,125,153.339065
115.352063,90,153.473272
358.02099,209,154.987384
185.267871,99,155.132383
127.898114,99,155.276385
278.284914,142,155.463738
236.489933,121,155.628267
40.988439,25,155.694266
286.093498,188,155.928265
118.843839,69,156.038871
99.659553,75,156.15805
140.253654,87,156.29005
224.12788,159,156.498133
182.690426,133,156.675982
161.42154,104,156.82305
182.628373,147,157.016654
232.158869,150,157.210647
205.60674,141,157.401199
183.923712,98,157.542275
251.464094,137,159.008798
264.269156,148,159.226338
198.416422,152,159.425333
197.853786,104,159.572361
144.119042,105,159.720755
96.095905,172,159.938516
244.721519,144,160.127515
129.615217,91,160.262372
314.678292,157,160.465666
348.253866,237,160.752188
206.180656,149,160.945765
193.518053,141,161.130956
97.50425,80,161.253955
277.888627,165,161.464581
312.766869,154,162.959865
176.374665,115,163.160318
153.927623,115,163.321807
243.933764,148,163.513732
313.790991,242,163.802813
221.814912,115,163.963142
210.984426,121,164.126672
277.949283,144,164.363465
193.490453,118,164.526692
178.038839,112,164.683213
167.905959,110,164.84034
241.992039,126,165.011264
213.470614,176,165.232511
204.494012,128,165.407544
88.492049,169,165.622022
154.76544,80,165.744536
307.155196,167,167.256191
198.765659,125,167.435267
260.38232,133,167.612191
285.292879,154,167.810707
224.704578,122,167.97752
225.298059,119,168.146128
182.325535,117,168.312229
318.75726,162,168.517299
243.838799,132,168.707814
219.201373,117,168.870783
238.647913,134,169.051865
234.283122,129,169.224858
250.192252,130,169.405566
293.524948,168,169.61908
289.969832,159,171.028264
256.112239,140,171.246319
248.639088,138,171.433259
264.093449,150,171.627259
251.570151,131,171.802257
262.679092,131,171.978506
311.434701,163,172.186739
270.0899,143,172.377948
249.462295,141,172.563026
286.662252,145,172.751977
220.526205,128,172.923823
280.915621,145,173.119714
270.590563,141,173.306916
257.914085,134,173.486912
259.451999,125,173.654839
258.145926,137,175.109133
248.465827,134,175.307586
263.041306,138,175.511688
266.269764,140,175.715565
310.499771,153,175.920414
255.838483,136,176.101594
234.135432,115,176.260308
269.955846,136,176.440834
236.113956,129,176.614635
269.042991,142,176.800213
263.070536,127,176.973857
272.779252,131,177.14939
293.559375,156,177.353635
227.376775,152,177.554013
259.579432,147,177.744313
266.630151,132,179.155674
247.296779,123,179.337494
217.748337,109,179.493001
272.511642,141,179.697859
266.609125,135,179.877858
266.63541,130,180.052845
249.5702,128,180.229
276.10989,141,180.416358
231.152455,121,180.579707
259.790624,128,180.752574
306.183203,154,180.952115
286.070139,161,181.158942
279.248302,140,181.34494
223.59335,122,181.516183
273.562593,136,181.700712
247.078991,128,183.105006
282.104932,139,183.316265
244.343288,134,183.498134
279.059686,146,183.689332
432.748943,223,183.959334
290.674744,148,184.153494
297.326845,147,184.345243
294.60433,147,184.538243
282.25434,138,184.722239
228.379403,115,184.883384
267.102688,133,185.063273
322.253484,158,185.26912
221.349827,123,185.435899
254.10364,135,185.619209
264.045202,135,185.884983
256.961717,124,187.373173
242.211285,123,187.54363
253.343632,128,187.717574
232.570071,121,187.881818
262.274466,130,188.057947
250.878648,126,188.229497
228.068149,119,188.39715
223.734961,119,188.560313
228.882133,117,188.721464
239.852893,129,188.89496
249.53692,128,189.066549
294.784753,148,189.260588
211.144023,115,189.420501
259.961757,130,189.594991
250.704627,127,189.765408
282.041789,140,189.949099
233.513635,129,191.374738
239.624432,123,191.549728
245.263347,130,191.725776
300.219682,149,191.92035
264.976911,134,192.100582
261.917451,136,192.283003
251.625438,134,192.462168
237.001527,113,192.617812
373.253008,180,192.842887
274.195986,136,193.026003
252.626357,131,193.202729
330.435314,166,193.415214
270.966928,136,193.597306
245.813719,123,193.764317
299.766744,150,193.959778
274.17512,138,195.379105
285.188722,137,195.568436
283.552957,145,195.757498
251.478668,128,195.955142
278.183428,143,196.152398
302.597576,147,196.347635
294.019061,151,196.548995
258.526886,135,196.729419
252.168699,122,196.9099
262.732127,134,197.087992
280.530655,139,197.274025
374.225445,181,197.505099
269.454767,136,197.705877
268.605691,129,197.884041
240.650521,122,199.306252
255.007906,128,199.503024
232.991223,120,199.667834
325.863222,162,199.875628
284.569294,141,200.059911
269.396869,132,200.235032
266.653847,126,200.411029
251.551999,126,200.578782
299.993238,151,200.775881
263.815863,129,200.948952
280.804964,136,201.129043
312.179585,153,201.331177
335.256015,159,201.539
245.049843,125,201.712059
290.620985,144,201.902283
260.895374,131,203.538996
311.747746,148,203.787549
296.48463,147,204.096875
252.027937,125,204.305941
274.26232,143,204.599865
267.763478,133,204.857046
266.794653,138,205.10896
252.784705,124,205.353611
251.852409,127,205.579735
248.311689,128,205.821575
248.41946,125,206.077044
294.804803,152,206.36892
324.948221,163,206.716228
256.30453,125,206.918288
259.62171,131,207.112463
281.898008,138,208.887821
268.085799,134,209.126291
277.478688,140,209.360381
258.297416,129,209.562612
244.742908,124,209.75461
245.089839,117,209.94627
324.238174,156,210.23732
285.127029,140,210.494976
251.706972,122,210.792515
304.773395,146,211.022231
279.01211,141,211.244535
309.227294,161,211.476029
301.016422,146,211.692108
242.819033,125,211.901142
292.475901,145,212.350392
305.126359,152,213.998967
250.070343,121,214.201939
299.704088,154,214.439129
265.663559,124,214.649816
298.955677,147,214.875177
278.750017,139,215.114221
276.412311,139,215.336091
271.845414,135,215.5983
290.909963,143,215.910329
269.544039,136,216.384665
252.533,124,216.734073
283.306194,136,217.377655
334.879909,171,218.242234
297.63629,148,218.606974
284.707731,137,218.905586
292.580095,139,221.203671
291.273387,142,221.666949
263.01873,125,222.119359
279.495106,137,222.648947
311.931108,151,223.184109
265.913783,128,223.854628
284.245754,149,225.221318
305.138134,143,226.775717
266.952495,130,227.992213
250.018461,125,228.43533
262.406437,128,228.763901
311.759402,153,229.143487
301.998467,150,229.387165
284.02078,136,229.584953
289.217646,141,232.788897
282.576533,139,233.525546
302.265095,143,233.773722
273.636141,135,234.030272
277.495235,143,234.281845
234.448486,116,234.551436
278.24682,141,234.841046
268.473435,130,235.048616
304.826403,145,235.314399
278.470707,139,235.68487
263.040139,126,235.996337
301.606638,144,236.30784
252.150532,124,236.574323
241.807966,113,236.871057
278.885307,138,237.185617
308.508939,151,237.604875
268.501729,132,240.63663
282.787538,143,241.003398
304.223204,155,241.54792
273.554902,131,241.84981
285.59654,142,242.280727
267.212843,131,242.72049
258.894051,126,243.081569
282.267324,143,243.435048
307.34078,148,243.780531
315.748711,150,244.105403
312.948477,154,244.338329
276.335235,139,244.547684
303.942467,146,245.539871
323.996362,159,245.832297
295.668223,142,247.316504
306.933328,155,247.635772
328.294963,157,247.857584
313.540869,153,248.101269
249.971071,124,248.300631
277.989486,135,248.533997
299.596547,145,248.780445
266.04485,127,249.011101
230.021883,113,249.219062
279.247826,139,249.495111
256.370413,126,249.706757
264.408413,128,249.906827
321.841601,156,250.115824
327.060779,157,250.439445
249.57911,120,251.022011
293.737788,139,252.553564
342.242937,163,252.769964
253.168113,129,252.948931
286.933858,139,253.158408
286.739006,134,253.359566
281.340128,140,253.608567
282.221691,135,253.818382
302.695127,152,254.06577
251.965218,125,254.258439
249.354736,126,254.448134
312.108291,150,254.663202
288.174069,142,254.881476
281.738581,140,255.08326
273.994043,129,255.280948
296.137984,143,258.237047
300.124098,140,259.210339
307.218047,147,259.537637
267.083136,129,259.815053
274.97899,129,260.023094
278.945116,133,260.311282
295.465413,144,260.7999
244.038812,123,260.987627
282.776233,136,261.212177
258.324904,120,261.422877
265.74805,126,261.644433
282.184608,136,262.288851
256.300143,128,262.547778
288.526691,136,262.82873
282.44239,139,263.100666
284.754641,142,263.388678
240.987985,119,265.140869
264.539324,129,265.424549
307.174637,152,266.167068
268.452624,126,266.421214
300.769185,146,266.642992
285.477451,141,266.831277
269.257502,130,267.043887
281.012493,135,267.228301
250.115334,119,267.422569
278.72102,130,267.61856
286.85913,140,267.805481
299.465859,144,267.99749
277.5302,131,268.173202
279.407537,133,268.351957
298.543541,139,268.544955
280.898459,136,269.893417
301.23714,150,270.099571
270.602109,127,270.273578
359.685845,170,270.492615
298.719812,141,270.680617
290.774297,139,270.863362
274.284609,129,271.03596
274.458566,132,271.213406
301.523385,142,271.398919
300.100483,142,271.586005
286.424464,139,271.771153
285.955938,140,271.956899
259.581101,124,272.12513
294.932967,143,272.316225
289.477092,139,272.500623
267.482376,129,273.823298
286.888404,138,274.015731
300.387817,146,274.207737
305.094172,142,274.393855
300.942894,144,274.583524
319.245015,152,274.791649
249.512521,118,274.953177
299.409703,145,275.144056
293.122268,137,275.327168
312.608855,149,275.525516
297.498423,143,275.733299
263.022723,127,275.904478
272.391284,129,276.078078
298.464156,142,276.265213
286.865758,139,277.594814
301.429209,142,277.800501
253.403424,119,277.963572
303.11217,143,278.150574
299.367611,143,278.346378
287.372964,136,278.525966
272.248808,132,278.7033
269.267795,128,278.875866
307.403832,149,279.068364
294.264234,136,279.249518
274.348027,128,279.432195
288.769031,137,279.617036
288.368053,133,279.794035
323.142717,159,279.997034
275.408154,133,280.178187
256.414501,119,280.341706
290.110891,140,281.696648
349.14273,164,281.91048
313.917019,150,282.106406
325.491204,154,282.307206
293.545554,138,282.490259
274.441226,128,282.66121
298.239231,137,282.84269
277.792173,133,283.019909
296.39041,149,283.213169
332.307515,160,283.418047
304.377176,142,283.607268
294.88601,142,283.794194
306.179934,146,283.984462
295.194267,142,284.171536
277.499783,135,285.635249
285.415833,136,285.814644
304.567197,142,286.000864
293.200759,136,286.181201
319.913193,155,286.381636
282.616559,135,286.561071
283.226199,136,286.741765
262.446553,124,286.915308
263.714074,125,287.083234
329.566113,156,287.284232
308.770843,144,287.475176
303.140124,142,287.724055
255.179549,121,287.914145
318.235889,151,288.109493
330.951237,156,289.457062
