time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,time/iterations,train/n_updates,train/approx_kl,train/value_loss,train/clip_range,train/explained_variance,train/loss,train/entropy_loss,train/policy_gradient_loss,train/std,train/learning_rate,train/clip_fraction
251904,571.8748675399999,445,242.0,565,123,1220,0.1697889,0.00024666546348726113,0.2,0.981333315372467,-0.09864643961191177,0.15652937740087508,-0.07694927316188113,0.23120832443237305,0.0003,0.587255859375
253952,573.1012768999999,445,242.0,569,124,1230,0.15803036,0.00016302393289606697,0.2,0.9859616756439209,-0.11761456727981567,0.21915356144309045,-0.08615520958555863,0.2283882200717926,0.0003,0.588134765625
256000,574.45013332,446,242.0,573,125,1240,0.15366043,0.00020462473992211017,0.2,0.9837344884872437,-0.1307675689458847,0.26404184214770793,-0.0835659620410297,0.22574380040168762,0.0003,0.592919921875
258048,575.71596445,447,242.0,576,126,1250,0.18402243,0.0002862860856112093,0.2,0.9818608164787292,-0.12342110276222229,0.32373838424682616,-0.09041028043138795,0.22172099351882935,0.0003,0.613623046875
260096,576.5157582200001,447,242.0,580,127,1260,0.17560948,0.00021961543184261244,0.2,0.982681155204773,-0.12377024441957474,0.3890310853719711,-0.08366785858233924,0.21865203976631165,0.0003,0.5904296875
262144,577.71804579,448,242.0,584,128,1270,0.17876199,0.00018923310540230887,0.2,0.9855648875236511,-0.11348278075456619,0.44346414860337974,-0.08172647362807765,0.21586792171001434,0.0003,0.59794921875
264192,579.0560270000001,449,242.0,587,129,1280,0.16082604,0.0002366661847645446,0.2,0.9835848212242126,-0.12209539115428925,0.49755921941250564,-0.08020488586189459,0.21285474300384521,0.0003,0.583251953125
266240,580.2945005500001,450,242.0,591,130,1290,0.19314514,0.0002546111490119074,0.2,0.981061577796936,-0.11470501869916916,0.5579047424718737,-0.08362779949966352,0.20987334847450256,0.0003,0.59267578125
268288,581.6238038600001,450,242.0,594,131,1300,0.18963273,0.00023036666570988018,0.2,0.9811733365058899,-0.12207115441560745,0.6125730730593204,-0.08913281999411993,0.20607388019561768,0.0003,0.612890625
270336,582.6062282400001,451,242.0,598,132,1310,0.20948768,0.00020793983308067254,0.2,0.9856869578361511,-0.13148334622383118,0.6727459002286196,-0.08565375362231861,0.20442980527877808,0.0003,0.6203125
272384,583.9789626200001,452,242.0,602,133,1320,0.18703365,0.00017920836271514417,0.2,0.9857056140899658,-0.1073293536901474,0.7185566632077098,-0.08387193231319542,0.20144614577293396,0.0003,0.6123046875
274432,584.6185251300001,452,242.0,605,134,1330,0.20837814,0.0002684335218873457,0.2,0.9810289144515991,-0.1212458685040474,0.7754639623686671,-0.08494655555405188,0.19953075051307678,0.0003,0.626220703125
276480,585.5567584099999,453,242.0,609,135,1340,0.19890654,0.00024604400855423594,0.2,0.980307936668396,-0.10914011299610138,0.8211580207571387,-0.0784223543421831,0.1960243284702301,0.0003,0.609814453125
278528,586.58178758,454,242.0,613,136,1350,0.19828829,0.0002300599373938894,0.2,0.9812576174736023,-0.09929922968149185,0.900473077967763,-0.08448601583368145,0.19281499087810516,0.0003,0.620068359375
280576,586.8286127099999,454,242.0,616,137,1360,0.23438662,0.00028691117020116506,0.2,0.9800853729248047,-0.09603013098239899,0.9520308166742325,-0.08060465557209681,0.19044366478919983,0.0003,0.628759765625
282624,587.9494123499999,455,242.0,620,138,1370,0.22319812,0.0002309325211626856,0.2,0.9826510548591614,-0.11819950491189957,1.0083414906635881,-0.08121579300786834,0.18737369775772095,0.0003,0.634033203125
284672,589.2117413,456,242.0,623,139,1380,0.22426125,0.00017543573690090853,0.2,0.9872459173202515,-0.12289123982191086,1.069319985806942,-0.08479009795119055,0.18485938012599945,0.0003,0.63662109375
286720,590.28131262,457,242.0,627,140,1390,0.20970556,0.00016388596443448478,0.2,0.988732099533081,-0.12337495386600494,1.1329441908746958,-0.08217341620184015,0.18129947781562805,0.0003,0.624951171875
288768,590.84497595,457,242.0,630,141,1400,0.24165955,0.00026472710833331804,0.2,0.979661226272583,-0.11264998465776443,1.1938502460718154,-0.08097648485709215,0.17925168573856354,0.0003,0.63974609375
290816,591.69267945,458,242.0,634,142,1410,0.24354196,0.0002898167606417701,0.2,0.9772912263870239,-0.13358092308044434,1.2493950381875039,-0.0809248585414025,0.17614316940307617,0.0003,0.637646484375
292864,593.22810562,458,242.0,638,143,1420,0.22510779,0.00028043212810189286,0.2,0.9564937949180603,-0.13524997234344482,1.3214036192744971,-0.07670912838948425,0.17344112694263458,0.0003,0.646484375
294912,594.43216084,459,242.0,641,144,1430,0.25129205,0.0002847239627953968,0.2,0.9711057543754578,-0.11237984895706177,1.3840210258960723,-0.08193772603117395,0.17062045633792877,0.0003,0.6400390625
296960,595.32066142,460,242.0,645,145,1440,0.2515936,0.0003226980547879066,0.2,0.9772774577140808,-0.11827228963375092,1.4514718022197486,-0.08189797251834534,0.16783921420574188,0.0003,0.648779296875
299008,597.0939181399999,460,242.0,648,146,1450,0.26555294,0.00037815128853253556,0.2,0.9671981930732727,-0.12977507710456848,1.5180417329072953,-0.0809456982591655,0.16487377882003784,0.0003,0.65615234375
301056,598.1560294299999,461,242.0,652,147,1460,0.253892,0.0003448296914484672,0.2,0.9681226015090942,-0.1238873302936554,1.5891951255500316,-0.08554402181325713,0.162017822265625,0.0003,0.6546875
303104,599.2719163400001,462,242.0,656,148,1470,0.2605436,0.00039014231811052014,0.2,0.9516957998275757,-0.11359328776597977,1.661490911245346,-0.07931577261770144,0.15884535014629364,0.0003,0.66181640625
305152,600.33745348,462,242.0,659,149,1480,0.28505582,0.00029035040383860176,0.2,0.9688354730606079,-0.12225804477930069,1.752201834693551,-0.08089501634822227,0.15522776544094086,0.0003,0.679052734375
307200,601.75021768,463,242.0,663,150,1490,0.30799925,0.00043498001814441524,0.2,0.958858847618103,-0.1007051020860672,1.8184737049043178,-0.08352694356581196,0.15350548923015594,0.0003,0.659033203125
309248,602.7171288799999,463,242.0,666,151,1500,0.2865205,0.0004766880320858036,0.2,0.9513186812400818,-0.13341283798217773,1.8673992164433002,-0.08366251957777422,0.15122342109680176,0.0003,0.677783203125
311296,603.82628528,464,242.0,670,152,1510,0.29483753,0.00040235794103864463,0.2,0.959262490272522,-0.12129109352827072,1.9194578532129527,-0.08088862775475718,0.149428129196167,0.0003,0.681494140625
313344,605.05013779,464,242.0,673,153,1520,0.29831094,0.00038619389029008743,0.2,0.9652780294418335,-0.10247064381837845,1.972598161548376,-0.07722908749274211,0.14725273847579956,0.0003,0.6740234375
315392,607.11542512,465,242.0,677,154,1530,0.28935003,0.0003585119230592682,0.2,0.9601841568946838,-0.10058081895112991,2.0271111436188223,-0.07804723942681449,0.14517802000045776,0.0003,0.675537109375
317440,607.70268148,466,242.0,681,155,1540,0.33375365,0.0002768341686532949,0.2,0.9463434219360352,-0.1423499435186386,2.094668623059988,-0.0820071236725198,0.14221101999282837,0.0003,0.68076171875
319488,609.1409313400001,466,242.0,684,156,1550,0.3329875,0.0005003301718716103,0.2,0.9136662483215332,-0.12057619541883469,2.1636510625481606,-0.07912694680999266,0.14028754830360413,0.0003,0.693359375
321536,610.23315948,467,242.0,688,157,1560,0.39168647,0.00043077895697933853,0.2,0.9472909569740295,-0.12293916195631027,2.2166237868368626,-0.07800816380768083,0.1384028047323227,0.0003,0.68974609375
323584,611.3028357799999,467,242.0,691,158,1570,0.34314302,0.00046259448945420447,0.2,0.9480326771736145,-0.12653961777687073,2.2647164523601533,-0.08081190768280067,0.13730169832706451,0.0003,0.701318359375
325632,611.93960454,468,242.0,695,159,1580,0.33245105,0.0004443834553057968,0.2,0.9467931389808655,-0.12270117551088333,2.309567691385746,-0.08192749525478575,0.13496127724647522,0.0003,0.691162109375
327680,612.55325382,468,242.0,699,160,1590,0.35418093,0.0005040106319938786,0.2,0.9450392127037048,-0.10897725075483322,2.3899406976997852,-0.07253039565839572,0.13228946924209595,0.0003,0.686279296875
329728,613.44330424,469,242.0,702,161,1600,0.3764245,0.0005118512679473497,0.2,0.9194791316986084,-0.06682545691728592,2.4408897183835507,-0.07785788701730781,0.13082031905651093,0.0003,0.69794921875
331776,613.73171258,469,242.0,706,162,1610,0.33798712,0.00030641640546491544,0.2,0.9522769451141357,-0.12951602041721344,2.494517255574465,-0.07642972075918805,0.12887099385261536,0.0003,0.693603515625
333824,614.7963795999999,470,242.0,710,163,1620,0.37298155,0.00039289469964387536,0.2,0.933675229549408,-0.14254437386989594,2.5596078999340532,-0.076459921876085,0.12697912752628326,0.0003,0.70322265625
335872,615.8973134199999,470,242.0,713,164,1630,0.36996835,0.0003172411803461728,0.2,0.9513989090919495,-0.1160343810915947,2.599100349098444,-0.07877754791552434,0.12589409947395325,0.0003,0.707275390625
337920,614.8239479599999,470,241.39,717,165,1640,0.42429444,0.00042697471462815884,0.2,0.932435929775238,-0.0980849415063858,2.6603483863174917,-0.0758674343524035,0.12345901131629944,0.0003,0.71513671875
339968,614.9850474100001,471,241.39,721,166,1650,0.38398325,0.0004956237322403467,0.2,0.9354618191719055,-0.09339639544487,2.735507217049599,-0.07599501776567194,0.12104339897632599,0.0003,0.713720703125
342016,616.0010028900001,471,241.39,724,167,1660,0.42387408,0.00038330563183990306,0.2,0.9503594636917114,-0.09044189751148224,2.7980554357171057,-0.07063782557670492,0.11957305669784546,0.0003,0.715478515625
344064,616.16972215,472,241.39,728,168,1670,0.4182937,0.0004442818657935277,0.2,0.9437949657440186,-0.10743109881877899,2.831226199120283,-0.07252551080018747,0.11899107694625854,0.0003,0.7201171875
346112,617.0859055599999,472,241.39,731,169,1680,0.42658585,0.0004134465925289987,0.2,0.9419755339622498,-0.12519198656082153,2.872076390683651,-0.0688771337736398,0.11720876395702362,0.0003,0.717822265625
348160,617.8633920699999,473,241.39,735,170,1690,0.41917306,0.00042835863887376037,0.2,0.9448858499526978,-0.09831216186285019,2.9284455798566342,-0.0713282173492189,0.1157422661781311,0.0003,0.72216796875
350208,618.759767,473,241.39,739,171,1700,0.40510362,0.00032585325789113995,0.2,0.9205731153488159,-0.12040677666664124,2.981615573912859,-0.06990670421510004,0.11410679668188095,0.0003,0.732177734375
352256,620.5873986700001,474,241.39,742,172,1710,0.51245326,0.00034923888988487307,0.2,0.9342100620269775,-0.08125030994415283,3.0381045304238796,-0.06872648388089146,0.1124190166592598,0.0003,0.740869140625
354304,621.7520125099999,474,241.39,746,173,1720,0.42311844,0.00040375655489697235,0.2,0.9305843710899353,-0.08609030395746231,3.079120113700628,-0.06636359797848854,0.11168273538351059,0.0003,0.706103515625
356352,622.4108280099999,475,241.39,749,174,1730,0.464878,0.0003655469950899715,0.2,0.9358155131340027,-0.11201078444719315,3.1319018438458444,-0.06633280258101877,0.10975992679595947,0.0003,0.72568359375
358400,623.12725343,475,241.39,753,175,1740,0.5840892,0.00040406957464256266,0.2,0.9316582679748535,-0.14074547588825226,3.189722395688295,-0.06839983363170177,0.10845055431127548,0.0003,0.7361328125
360448,625.69330684,476,242.0,757,176,1750,0.5214672,0.00032598285342828605,0.2,0.9470897912979126,-0.13239958882331848,3.2435087829828264,-0.06297321413294413,0.10692093521356583,0.0003,0.734716796875
362496,625.91394532,476,242.0,760,177,1760,0.45280027,0.0004346804751548916,0.2,0.9491665959358215,-0.12743009626865387,3.314815823733807,-0.06694515482959104,0.10476706922054291,0.0003,0.72890625
364544,627.19441589,476,242.0,764,178,1770,0.5875519,0.0005574842915848421,0.2,0.9179922938346863,-0.11115938425064087,3.390075562149286,-0.06676414287067019,0.10306236147880554,0.0003,0.741015625
366592,627.6540564499999,477,242.0,768,179,1780,0.5346073,0.00045170401672294246,0.2,0.9496691823005676,-0.11396955698728561,3.441399545222521,-0.06400239572685677,0.10169944912195206,0.0003,0.74267578125
368640,629.27548363,477,242.0,771,180,1790,0.5360167,0.0004842218031626544,0.2,0.9494303464889526,-0.13003310561180115,3.490209727734327,-0.06067901608184911,0.10086420178413391,0.0003,0.74833984375
370688,630.07478238,478,242.0,775,181,1800,0.5484837,0.00047170222424028905,0.2,0.9282474517822266,-0.11298675090074539,3.542294572293758,-0.06222352390177548,0.09902480989694595,0.0003,0.752783203125
372736,630.90261388,478,242.0,778,182,1810,0.6200082,0.00046320258543346425,0.2,0.9200302362442017,-0.07367276400327682,3.606417242437601,-0.06371145884331782,0.09752069413661957,0.0003,0.75498046875
374784,631.36560413,478,242.0,782,183,1820,0.57229745,0.0004741536303754401,0.2,0.9445593953132629,-0.08534237742424011,3.672266513109207,-0.06409999796014745,0.09613677859306335,0.0003,0.750439453125
376832,631.6635529600001,479,242.0,786,184,1830,0.5880986,0.0004318800813962298,0.2,0.9368525743484497,-0.11073265224695206,3.715949123352766,-0.05833205739036203,0.09530383348464966,0.0003,0.757861328125
378880,631.5415330699999,479,242.0,789,185,1840,0.5967704,0.0005973586224172322,0.2,0.9164586663246155,-0.13528218865394592,3.7631527528166773,-0.058200095110805705,0.0937429741024971,0.0003,0.75283203125
380928,632.45431547,480,242.0,793,186,1850,0.5763231,0.0005373381312892888,0.2,0.9344466328620911,-0.11893456429243088,3.8309619031846522,-0.06199777292276849,0.09210179001092911,0.0003,0.746533203125
382976,633.31111891,480,242.0,796,187,1860,0.5874157,0.00043700422843357957,0.2,0.9437003135681152,-0.08865208923816681,3.887406475096941,-0.06053970315260813,0.09135902673006058,0.0003,0.764111328125
385024,634.04068735,481,242.0,800,188,1870,0.5896796,0.0004172407881014806,0.2,0.9392523169517517,-0.06890173256397247,3.921851298958063,-0.06252275755396113,0.09054313600063324,0.0003,0.7619140625
387072,634.98273965,480,242.0,804,189,1880,0.679862,0.00035040848115386325,0.2,0.9417459964752197,-0.11183828115463257,3.963541529327631,-0.06049222806323087,0.08927293866872787,0.0003,0.76357421875
389120,635.1638668300001,480,242.0,809,190,1890,0.67036825,0.0003457926569808478,0.2,0.9461329579353333,-0.1327739804983139,4.024455034732819,-0.06146645326080034,0.0881277322769165,0.0003,0.768115234375
391168,635.5467607799999,481,242.0,813,191,1900,0.70165575,0.00036769451257896436,0.2,0.9374208450317383,-0.10144180059432983,4.06408059000969,-0.061397764351568185,0.08703987300395966,0.0003,0.765380859375
393216,635.83876297,481,242.0,816,192,1910,0.6613965,0.0002615261368191568,0.2,0.9573026895523071,-0.09810047596693039,4.116348215937615,-0.04947112179652322,0.08613305538892746,0.0003,0.777978515625
395264,635.73125001,480,242.0,822,193,1920,0.6959983,0.00028711869426842893,0.2,0.9565159678459167,-0.108538419008255,4.158058582246303,-0.05558650778693845,0.08515854179859161,0.0003,0.77490234375
397312,636.4988578199999,480,242.0,826,194,1930,0.75458145,0.00034495234945097764,0.2,0.9570653438568115,-0.1319379061460495,4.218240059912205,-0.05474261196213774,0.08346465975046158,0.0003,0.764794921875
399360,636.85511476,480,242.0,830,195,1940,0.8153162,0.000372570359513702,0.2,0.9447857141494751,-0.08907289803028107,4.284830926358699,-0.057979610213078556,0.08235824853181839,0.0003,0.776123046875
401408,637.4551080000001,481,242.0,834,196,1950,0.8587054,0.0003222116554297827,0.2,0.957218587398529,-0.1327919065952301,4.330297785997391,-0.046941203424648845,0.08160470426082611,0.0003,0.78544921875
403456,638.4640306,481,242.0,837,197,1960,0.68561834,0.00041041053923436267,0.2,0.9445231556892395,-0.1252138912677765,4.373458243906498,-0.04827834038005676,0.08042869716882706,0.0003,0.78095703125
405504,639.05275886,481,242.0,841,198,1970,0.7712221,0.0003047808451356104,0.2,0.9651997089385986,-0.1075257956981659,4.42218358963728,-0.04969543233746663,0.07974407076835632,0.0003,0.78369140625
407552,639.74552272,482,242.0,845,199,1980,0.806774,0.00026586860803945456,0.2,0.9665683507919312,-0.09772584587335587,4.456754466891288,-0.050205133606505116,0.07902699708938599,0.0003,0.789306640625
409600,640.01560685,481,242.0,849,200,1990,0.71427596,0.0002951642882635497,0.2,0.9651181697845459,-0.10749297589063644,4.489565433561802,-0.0520520433987258,0.07826945930719376,0.0003,0.7802734375
411648,640.3630802300002,482,242.0,853,201,2000,0.69432604,0.0003171625276081613,0.2,0.9490559101104736,-0.1202697679400444,4.509491029381752,-0.042415379162412135,0.07806868851184845,0.0003,0.793896484375
413696,641.26785202,482,242.0,857,202,2010,0.7890613,0.0003199494670298009,0.2,0.9327260255813599,-0.06931562721729279,4.541256959736347,-0.047270595910958946,0.07734472304582596,0.0003,0.783642578125
415744,642.1304989700001,482,242.0,861,203,2020,0.8750247,0.00037605640295623743,0.2,0.944604754447937,-0.0951382964849472,4.583700789511203,-0.04824294591962826,0.07640250027179718,0.0003,0.7857421875
417792,642.9900923499999,482,242.0,865,204,2030,0.9231402,0.0003586058370729006,0.2,0.9535155296325684,-0.12869064509868622,4.623206575214863,-0.044169228966347875,0.07590533047914505,0.0003,0.7892578125
419840,643.2125467000001,483,242.0,868,205,2040,0.83279735,0.00030677563163408197,0.2,0.9618157148361206,-0.09916741400957108,4.647042405605316,-0.04545893594040536,0.07533276826143265,0.0003,0.797119140625
421888,643.87139168,483,242.0,872,206,2050,0.88174164,0.0003684743942358182,0.2,0.9443241953849792,-0.06788206845521927,4.689777141809463,-0.045818668496212925,0.07424212992191315,0.0003,0.801025390625
423936,644.41903483,484,242.0,875,207,2060,0.7679169,0.000362286152494562,0.2,0.9545122981071472,-0.12083929777145386,4.72656160145998,-0.04485611364070792,0.07395753264427185,0.0003,0.78935546875
425984,645.35981925,484,242.0,879,208,2070,0.8425831,0.0003499430839838169,0.2,0.9493206143379211,-0.07963106036186218,4.736587300896645,-0.03949792821658775,0.07376089692115784,0.0003,0.794775390625
428032,645.6981693700001,484,242.0,882,209,2080,0.8075596,0.00035470844818519254,0.2,0.9573567509651184,-0.028444454073905945,4.754449932277202,-0.03716832610080019,0.073341503739357,0.0003,0.804638671875
430080,646.82388414,485,242.0,886,210,2090,0.8738382,0.00032206772780227764,0.2,0.9587481617927551,-0.04877088591456413,4.7909281387925144,-0.038615653160377406,0.07251960039138794,0.0003,0.802392578125
432128,647.4109053299999,485,242.0,890,211,2100,0.86011183,0.000341632527351976,0.2,0.9620086550712585,-0.08532661944627762,4.812553207576275,-0.03954066333390074,0.07253125309944153,0.0003,0.801123046875
434176,648.3211913,485,242.0,893,212,2110,0.8361301,0.0002824392890488525,0.2,0.9541466236114502,-0.1133340373635292,4.835253199934959,-0.045616372060612774,0.07166114449501038,0.0003,0.792333984375
436224,648.6286761,486,242.0,897,213,2120,0.9452162,0.0003091048257374496,0.2,0.9615827798843384,-0.09650467336177826,4.885344240069389,-0.04748141705349553,0.07074352353811264,0.0003,0.800341796875
438272,649.93800132,486,242.0,901,214,2130,0.8135004,0.00039809300683373293,0.2,0.9569896459579468,-0.1279599815607071,4.916191378235817,-0.0441667220526142,0.07061459124088287,0.0003,0.80107421875
440320,650.3870223999999,486,242.0,905,215,2140,0.8844738,0.00032246661371573284,0.2,0.9568400382995605,-0.09652673453092575,4.9233998015522955,-0.03759859380224952,0.07035122811794281,0.0003,0.80458984375
442368,651.4312411000001,486,242.0,909,216,2150,0.9094706,0.0004333660430347663,0.2,0.9503713250160217,-0.08282335102558136,4.9331379070878025,-0.04766610711521935,0.07022275775671005,0.0003,0.79970703125
444416,652.3123160699998,486,242.0,913,217,2160,0.900378,0.0003337807529078418,0.2,0.9596781730651855,-0.0815955251455307,4.948319768905639,-0.04437905355298426,0.06991192698478699,0.0003,0.80087890625
446464,652.38874275,486,242.0,916,218,2170,0.96281725,0.00043612105632746535,0.2,0.9478994011878967,-0.10628512501716614,4.978874154388905,-0.026351243288081604,0.06911907345056534,0.0003,0.8046875
448512,653.8234650999999,487,242.0,920,219,2180,0.9346704,0.00045867150952290104,0.2,0.9502249956130981,-0.0818643718957901,5.012230652570724,-0.03777927625342272,0.06867235898971558,0.0003,0.810546875
450560,654.29552049,487,242.0,923,220,2190,0.9713167,0.0003500759693451982,0.2,0.9579537510871887,-0.03871816396713257,5.047109447419643,-0.03503791944604018,0.06791631877422333,0.0003,0.81787109375
452608,654.9865626,487,242.0,927,221,2200,1.0495794,0.00040314886041414866,0.2,0.9401882290840149,-0.09709730744361877,5.071713700890541,-0.010697396998875775,0.06784175336360931,0.0003,0.823095703125
454656,655.02166274,488,242.0,931,222,2210,0.91796464,0.00028494784278336737,0.2,0.9649788737297058,-0.06889007985591888,5.077333714067936,-0.027434957833611405,0.06770886480808258,0.0003,0.808740234375
456704,655.31165247,488,242.0,934,223,2220,0.9362307,0.00042008248451566035,0.2,0.9340906739234924,-0.10186578333377838,5.0986056730151175,-0.03248420398304006,0.06733481585979462,0.0003,0.803662109375
458752,655.17313103,488,242.0,938,224,2230,0.8966702,0.0003209420582606981,0.2,0.9626675248146057,-0.07562720030546188,5.129353711009026,-0.03253923418960767,0.06657008826732635,0.0003,0.806640625
460800,655.28446071,489,242.0,941,225,2240,0.98794264,0.00041916917939488485,0.2,0.9353386759757996,-0.0960438922047615,5.16589869260788,-0.029906786483479664,0.06617799401283264,0.0003,0.799462890625
462848,654.72869175,489,242.0,945,226,2250,0.96920836,0.00034764461752274657,0.2,0.9504720568656921,-0.09818653762340546,5.179273810982704,-0.03569697682687547,0.0660073533654213,0.0003,0.81435546875
464896,655.2139344599999,489,242.0,948,227,2260,0.9682163,0.0003076576157582167,0.2,0.963383138179779,-0.08499403297901154,5.18613740503788,-0.02548209950036835,0.06581741571426392,0.0003,0.81640625
466944,655.6639871399999,490,242.0,952,228,2270,0.9636494,0.0002515394538477267,0.2,0.9605916142463684,-0.06991275399923325,5.207658542692661,-0.032863867626292634,0.06532247364521027,0.0003,0.80478515625
468992,656.2554973,490,242.0,956,229,2280,0.9201139,0.00029865069463994585,0.2,0.9558683633804321,-0.11849529296159744,5.248496934771538,-0.03693451559811365,0.06460144370794296,0.0003,0.814013671875
471040,656.10318723,490,242.0,959,230,2290,1.0029999,0.000364035088887249,0.2,0.9509403109550476,-0.05363548919558525,5.289883854985237,-0.03341467484715395,0.0639059990644455,0.0003,0.809521484375
473088,655.086386,491,242.0,963,231,2300,0.97281724,0.0003166636209243734,0.2,0.9683669805526733,-0.0452437587082386,5.335739400982857,-0.033174282376421615,0.06322383135557175,0.0003,0.812890625
475136,655.27769553,491,242.0,966,232,2310,0.90194416,0.00045758589631077483,0.2,0.9301910400390625,-0.06250481307506561,5.3703510269522665,-0.024129918236576488,0.06292098760604858,0.0003,0.811572265625
477184,654.9054608199999,491,242.0,970,233,2320,1.0425868,0.0004215490469505312,0.2,0.9474180340766907,-0.09072594344615936,5.377679073810578,-0.00386942335171625,0.06278670579195023,0.0003,0.82275390625
479232,654.54784948,492,242.0,973,234,2330,0.89870954,0.00038362192603926817,0.2,0.9478915333747864,-0.08400418609380722,5.401532144844532,-0.021582664953893983,0.06217215210199356,0.0003,0.81435546875
481280,654.3035351599999,492,242.0,977,235,2340,0.92085385,0.00047841549339864284,0.2,0.9444941282272339,-0.08522500097751617,5.43344766497612,-0.02315981729188934,0.061693109571933746,0.0003,0.81552734375
483328,654.5724794,492,242.0,981,236,2350,1.1144558,0.00048448224652020144,0.2,0.9431259632110596,-0.09123121201992035,5.463603320717811,-0.027716367642278784,0.06151404231786728,0.0003,0.82236328125
485376,654.34070572,492,242.0,984,237,2360,0.87692916,0.0005032871915318538,0.2,0.948881208896637,-0.08220180124044418,5.485840357840061,-0.015148218908871058,0.06084713339805603,0.0003,0.828515625
487424,654.2387994300001,493,242.0,988,238,2370,1.1413476,0.0004999845493330213,0.2,0.9409362077713013,-0.1013985201716423,5.525586359202862,-0.010932182334363461,0.06040487810969353,0.0003,0.829541015625
489472,654.59484034,493,242.0,991,239,2380,1.0621824,0.00040411098993899943,0.2,0.955460250377655,-0.09621863067150116,5.550598120689392,-0.009499343394418247,0.06003376096487045,0.0003,0.82119140625
491520,654.8006644100001,493,242.0,995,240,2390,2.249083,0.0003020646533514082,0.2,0.9510601758956909,-0.09156503528356552,5.568419314920902,-0.028520485934859608,0.059834279119968414,0.0003,0.827587890625
493568,654.22141274,494,242.0,998,241,2400,1.0833888,0.0003304796375687147,0.2,0.9653082489967346,-0.0724593922495842,5.571929177641868,-0.016406401485437528,0.05990684777498245,0.0003,0.81669921875
495616,654.5586514700001,494,242.0,1002,242,2410,1.1049523,0.00043594419130386084,0.2,0.9554864168167114,-0.08269407600164413,5.576109519600868,0.00228166853194125,0.05972258001565933,0.0003,0.8330078125
497664,654.94732049,494,242.0,1005,243,2420,1.0307137,0.0003306067502762744,0.2,0.9635105133056641,-0.09288088232278824,5.59134950786829,-0.01516188558016438,0.05933581292629242,0.0003,0.823486328125
499712,654.5894459000001,494,242.0,1009,244,2430,1.5005126,0.000383783098686763,0.2,0.9505631327629089,-0.054158810526132584,5.616825501620769,-0.018474614367005416,0.05908183753490448,0.0003,0.8322265625
501760,655.23944166,495,242.0,1013,245,2440,1.0438809,0.0003279157516772102,0.2,0.964587926864624,-0.06329845637083054,5.641951684653759,-0.013677820059820078,0.058565735816955566,0.0003,0.8248046875
